group_desc,commodity_desc,class_desc,prodn_practice_desc,statisticcat_desc,unit_desc,domain_desc,domaincat_desc
ENERGY,ENERGY,"RENEWABLE, HARVEST BIOMASS FOR PRODUCTION",ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,"CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY",ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,"CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY",ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,CUSTOMWORK,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,CUSTOMWORK,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,MACHINERY RENTAL,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,MACHINERY RENTAL,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,OTHER,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,OTHER,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,UTILITIES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,AG SERVICES,UTILITIES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,(EXCL BREEDING),ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,(EXCL BREEDING),ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,BREEDING,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,ANIMAL TOTALS,BREEDING,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,CHEMICAL TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,CHEMICAL TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,DEPRECIATION,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,DEPRECIATION,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,EXPENSE TOTALS,OPERATING,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,EXPENSE TOTALS,OPERATING,ALL PRODUCTION PRACTICES,EXPENSE,$ / OPERATION,TOTAL,NOT SPECIFIED
EXPENSES,EXPENSE TOTALS,OPERATING,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,EXPENSE TOTALS,"OPERATING, PAID BY LANDLORD",ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,EXPENSE TOTALS,"OPERATING, PAID BY LANDLORD",ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,FEED,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,FEED,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,FERTILIZER TOTALS,INCL LIME & SOIL CONDITIONERS,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,FERTILIZER TOTALS,INCL LIME & SOIL CONDITIONERS,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,FUELS,INCL LUBRICANTS,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,FUELS,INCL LUBRICANTS,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,NON-REAL ESTATE,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,NON-REAL ESTATE,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,REAL ESTATE,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,INTEREST,REAL ESTATE,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,CONTRACT,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,CONTRACT,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,EXPENSE,$,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS)
EXPENSES,LABOR,HIRED,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,EXPENSE,$,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS)
EXPENSES,LABOR,"HIRED, GE 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,EXPENSE,$,LABOR,LABOR: (HIRED WORKERS LT 150 DAYS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (HIRED WORKERS LT 150 DAYS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,NUMBER,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (1 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (10 OR MORE HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (2 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (3 TO 4 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (5 TO 9 HIRED WORKERS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (HIRED WORKERS LT 150 DAYS)
EXPENSES,LABOR,"HIRED, LT 150 DAYS",ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (INCL HIRED WORKERS)
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,LABOR,LABOR: (ONLY CONTRACT)
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (INCL HIRED WORKERS)
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,LABOR,LABOR: (ONLY CONTRACT)
EXPENSES,LABOR,MIGRANT,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,UNPAID,ALL PRODUCTION PRACTICES,WORKERS,NUMBER,TOTAL,NOT SPECIFIED
EXPENSES,LABOR,UNPAID,ALL PRODUCTION PRACTICES,WORKERS,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,RENT,"CASH, CROPLAND",IRRIGATED,EXPENSE,$ / ACRE,TOTAL,NOT SPECIFIED
EXPENSES,RENT,"CASH, CROPLAND",NON-IRRIGATED,EXPENSE,$ / ACRE,TOTAL,NOT SPECIFIED
EXPENSES,RENT,"CASH, LAND & BUILDINGS",ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,RENT,"CASH, LAND & BUILDINGS",ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,RENT,"CASH, PASTURELAND",ALL PRODUCTION PRACTICES,EXPENSE,$ / ACRE,TOTAL,NOT SPECIFIED
EXPENSES,SEEDS,ALL CLASSES,FOR COVER CROPS,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,SEEDS,ALL CLASSES,FOR COVER CROPS,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,SEEDS & PLANTS TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,SEEDS & PLANTS TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,SUPPLIES & REPAIRS,(EXCL LUBRICANTS),ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,SUPPLIES & REPAIRS,(EXCL LUBRICANTS),ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
EXPENSES,TAXES,"PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD)",ALL PRODUCTION PRACTICES,EXPENSE,$,TOTAL,NOT SPECIFIED
EXPENSES,TAXES,"PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD)",ALL PRODUCTION PRACTICES,EXPENSE,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,(EXCL CROPLAND & PASTURELAND & WOODLAND),ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,(EXCL CROPLAND & PASTURELAND & WOODLAND),ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,(EXCL HARVESTED CROPLAND),IRRIGATED,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,(EXCL HARVESTED CROPLAND),IRRIGATED,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA,ACRES,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA,OPERATIONS,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,CROP INSURANCE,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,CROP INSURANCE,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,IRRIGATION STATUS,IRRIGATION STATUS: (IRRIGATED ONE OR MORE TIMES IN THE PAST FIVE YEARS)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,IRRIGATION STATUS,IRRIGATION STATUS: (IRRIGATED ONE OR MORE TIMES IN THE PAST FIVE YEARS)
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,IRRIGATED,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,ALL CLASSES,"ORGANIC, TRANSITIONING",AREA,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (TRANSITIONING)
FARMS & LAND & ASSETS,AG LAND,CROPLAND,ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,CROPLAND,ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED)",ALL PRODUCTION PRACTICES,AREA,ACRES,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED)",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED)",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED)",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), ALL CROPS FAILED",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), ALL CROPS FAILED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), IDLE",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, (EXCL HARVESTED & PASTURED), IDLE",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (10.0 TO 19.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (100 TO 199 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (20.0 TO 29.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (200 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (30.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES)
