group_desc,commodity_desc,class_desc,prodn_practice_desc,statisticcat_desc,unit_desc,domain_desc,domaincat_desc
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (10.0 TO 19.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (100 TO 199 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (20.0 TO 29.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (200 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (30.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",IRRIGATED,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, HARVESTED",IRRIGATED,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, PASTURED ONLY",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"CROPLAND, PASTURED ONLY",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,$,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,$ / ACRE,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,$ / OPERATION,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (1,000,000 TO 1,999,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (10,000,000 OR MORE $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (100,000 TO 199,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (2,000,000 TO 4,999,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (200,000 TO 499,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (5,000,000 TO 9,999,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (50,000 TO 99,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (500,000 TO 999,999 $)"
FARMS & LAND & ASSETS,AG LAND,INCL BUILDINGS,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (LESS THAN 50,000 $)"
FARMS & LAND & ASSETS,AG LAND,PASTURELAND,ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,PASTURELAND,ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"PASTURELAND, (EXCL CROPLAND & WOODLAND)",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"PASTURELAND, (EXCL CROPLAND & WOODLAND)",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"PASTURELAND, (EXCL WOODLAND)",ALL PRODUCTION PRACTICES,AREA,ACRES,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,"PASTURELAND, (EXCL WOODLAND)",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION)
FARMS & LAND & ASSETS,AG LAND,WOODLAND,ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,WOODLAND,ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"WOODLAND, (EXCL PASTURED)",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"WOODLAND, (EXCL PASTURED)",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"WOODLAND, PASTURED",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,AG LAND,"WOODLAND, PASTURED",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,ACRES / OPERATION,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,AREA OPERATED,"ACRES / OPERATION, MEDIAN",TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,"AREA OPERATED: (1,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)"
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (180 TO 499 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)"
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (50 TO 179 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ALL PRODUCTION PRACTICES,OPERATIONS,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,AWARE OF RIGHT TO APPEAL ADVERSE DECISIONS TO USDA NAD,OPERATIONS,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ORGANIC,OPERATIONS,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED)
FARMS & LAND & ASSETS,FARM OPERATIONS,ALL CLASSES,ORGANIC,OPERATIONS,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT)
FARMS & LAND & ASSETS,GOVT PROGRAMS,"FEDERAL, CONSERVATION & WETLANDS",ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,GOVT PROGRAMS,"FEDERAL, CONSERVATION & WETLANDS",ALL PRODUCTION PRACTICES,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,LAND AREA,INCL NON-AG,ALL PRODUCTION PRACTICES,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,$,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,$ / OPERATION,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (10,000 TO 19,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (100,000 TO 199,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (20,000 TO 29,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (200,000 TO 499,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (30,000 TO 49,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (50,000 TO 69,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (500,000 OR MORE $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (70,000 TO 99,999 $)"
FARMS & LAND & ASSETS,MACHINERY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,ASSET VALUE,OPERATIONS,VALUE,"VALUE: (LESS THAN 10,000 $)"
FARMS & LAND & ASSETS,"MACHINERY, OTHER",BALER,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,"MACHINERY, OTHER",BALER,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,"MACHINERY, OTHER","BALER, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,"MACHINERY, OTHER","BALER, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,"MACHINERY, OTHER","BALER, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,"MACHINERY, OTHER","BALER, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
